"group","name","rating","n_rater","n_reviewer","summary","process","ingredient"
"meat-and-poultry.pork.tenderloin","Pork Medallions with Balsamic Vinegar and Capers",4.5,460,359,"This is one meal to impress dinner guests that will not break the bank nor will it take very much time! Served with a green salad, red potatoes, and asparagus, this meal will turn out with a memorable presentation!","prep: 15 mins,cook: 10 mins,total: 25 mins,Servings: 6,Yield: 6 servings","¼ cup all-purpose flour + 1 teaspoon garlic salt, or to taste + ½ teaspoon freshly ground black pepper, or to taste + 2 pounds pork tenderloin, cut into 1 1/2 inch pieces + 2 tablespoons olive oil + <U+2153> cup balsamic vinegar + ½ cup chicken broth + 2 teaspoons minced lemon zest, or to taste + 1 tablespoon capers, or to taste"
"meat-and-poultry.pork.tenderloin","Pork Tenderloin Diablo",0,0,616,"This is a great pork recipe. Mustard is a classic with pork, but when you add the extra zing of horseradish and cayenne, and then smooth it out with a little cream and butter, well, it's devilishly delicious.","prep: 5 mins,cook: 30 mins,additional: 5 mins,total: 40 mins,Servings: 3,Yield: 3 servings","1 (1 pound) whole pork tenderloin + salt and freshly ground black pepper to taste + 2 teaspoons vegetable oil + ½ cup chicken broth + 2 tablespoons heavy cream + 1 tablespoon extra-hot prepared horseradish + 1 tablespoon Dijon mustard + ¼ teaspoon cayenne pepper + 1 tablespoon cold butter + 1 teaspoon chopped fresh chives"
"meat-and-poultry.pork.tenderloin","Sweet and Sour Pork Tenderloin",0,0,235,"I thoroughly enjoyed this plate of florescent food, and if you're a fan of the Chinese take-out version, I believe you will enjoy this too.","prep: 20 mins,cook: 35 mins,total: 55 mins,Servings: 4,Yield: 4 servings","1 (1 1/4 pound) pork tenderloin, trimmed of silver skin + salt and ground black pepper + <U+2153> cup ketchup + <U+2153> cup seasoned rice vinegar + 1 (8 ounce) can pineapple chunks, drained with juice reserved + 2 tablespoons brown sugar + 4 cloves garlic, minced + 2 teaspoons hot chili sauce (such as Sriracha®) + 1 teaspoon soy sauce + 1 pinch red pepper flakes + 1 tablespoon vegetable oil + 1 teaspoon butter + ¼ cup chopped green onion (white part only) + 2 tablespoons chopped green onion tops"
"meat-and-poultry.pork.tenderloin","Tangy Grilled Pork Tenderloin",0,0,392,"This is a quick, easy and very flavorful recipe. I've made it many times. Plan ahead because the pork needs to marinate.","prep: 15 mins,cook: 25 mins,additional: 4 hrs,total: 4 hrs 40 mins,Servings: 6,Yield: 6 servings","2 pounds pork tenderloin + <U+2154> cup honey + ½ cup Dijon mustard + ¼ teaspoon chili powder + ¼ teaspoon salt"
"meat-and-poultry.pork.tenderloin","Brown Sugar and Balsamic Glazed Pork Tenderloin",0,0,13,"Pork tenderloin with a delightful savory-sweet balsamic glaze.","prep: 10 mins,cook: 55 mins,additional: 10 mins,total: 1 hr 15 mins,Servings: 8,Yield: 8 servings","½ cup brown sugar + ½ cup water + ¼ cup balsamic vinegar + 2 tablespoons soy sauce + 1 tablespoon cornstarch + 2 cloves garlic, crushed + 1<U+2009>½ teaspoons ground sage + ¾ teaspoon salt + ¼ teaspoon pepper + 2 (1 1/2 pound) pork tenderloins + 1 tablespoon olive oil, or as needed"
"meat-and-poultry.pork.tenderloin","Honey Glazed Pork Tenderloin",4.5,386,297,"Pork tenderloin basted with an Asian-style sauce. So easy and so good!","prep: 15 mins,cook: 1 hr,total: 1 hr 15 mins,Servings: 6,Yield: 6 servings","<U+2153> cup honey + 2 tablespoons soy sauce + 1 tablespoon brown sugar + 2 tablespoons sesame oil + 2 tablespoons balsamic vinegar + 2 (3/4 pound) pork tenderloins"
"meat-and-poultry.pork.tenderloin","Air Fryer Mustard-Crusted Pork Tenderloin with Potatoes and Green Beans",5,16,15,"Perfectly cooked mustard-crusted pork tenderloin with potatoes and green beans in an air fryer for four.","prep: 10 mins,cook: 30 mins,total: 40 mins,Servings: 4,Yield: 4 servings","¼ cup Dijon mustard + 2 tablespoons brown sugar + 1 teaspoon dried parsley flakes + ½ teaspoon dried thyme + ¼ teaspoon salt + ¼ teaspoon ground black pepper + 1<U+2009>¼ pounds pork tenderloin + ¾ pound small potatoes (such as The Little Potato® Company), halved + 1 (12 ounce) package fresh green beans, trimmed + 1 tablespoon olive oil + salt and ground black pepper to taste"
"meat-and-poultry.pork.tenderloin","Chipotle Crusted Pork Tenderloin",0,0,948,"Sweet and spicy rub for pork tenderloins. Just coat, let stand for 20 minutes and grill! Goes great with polenta or mashed yams.","prep: 15 mins,cook: 20 mins,total: 35 mins,Servings: 6,Yield: 6 servings","1 teaspoon onion powder + 1 teaspoon garlic powder + 3 tablespoons chipotle chile powder + 1<U+2009>½ teaspoons salt + 4 tablespoons brown sugar + 2 (3/4 pound) pork tenderloins"
"meat-and-poultry.pork.tenderloin","Southern Pork Tenderloin",0,0,38,"I love this recipe because it's very easy and very much an under-20-minute recipe when you are in a hurry! I serve it with garlic mashed potatoes and a side of either mixed veggies or some sweet corn on the cob! I top it with my Mustard Pork Garnish recipe I have on site.","prep: 15 mins,cook: 10 mins,total: 25 mins,Servings: 4,Yield: 4 servings","2 cups panko bread crumbs + 1 tablespoon parsley flakes + 1 teaspoon garlic powder + 1 teaspoon onion powder + ½ teaspoon ground black pepper + 1 (1 pound) pork tenderloin, cut crosswise into 1/2-inch thick slices + ¼ cup olive oil"
"meat-and-poultry.pork.tenderloin","Chef John's Yucatan-Style Grilled Pork",5,48,39,"This may not be an authentic Yucatan peninsula recipe, but it's just like a similarly named dish I had at a sports bar. It has vibrant citrus/chile flavors and a beautiful orange hue from ground annatto.","prep: 15 mins,cook: 8 mins,additional: 4 hrs,total: 4 hrs 23 mins,Servings: 6,Yield: 6 servings","2 oranges, juiced + 2 lemons, juiced, or more to taste + 2 limes, juiced, or more to taste + 6 cloves garlic, minced + 1 tablespoon kosher salt + 1 teaspoon annatto powder, or more to taste, plus more to sprinkle on before grilling + 1 teaspoon ground dried chipotle pepper + 1 teaspoon ground cumin + ½ teaspoon cayenne pepper + ½ teaspoon dried oregano + ½ teaspoon freshly ground black pepper + 2 pork tenderloins, trimmed + 1 tablespoon vegetable oil"
"meat-and-poultry.pork.tenderloin","Easy and Elegant Pork Tenderloin",0,0,609,"This main dish is beautiful in its presentation and always comes out tender and juicy even if you overcook it a little. The crust of bread crumbs holds in all the juices and adds a great look and taste to the finished product.","prep: 10 mins,cook: 35 mins,additional: 10 mins,total: 55 mins,Servings: 6,Yield: 6 servings","2 cups Italian seasoned bread crumbs + ½ cup olive oil + 2 pounds pork tenderloin"
"meat-and-poultry.pork.tenderloin","Breaded Pork Tenderloin",4.5,157,123,"This is the most tender, tasty recipe for pork tenderloin.","Servings: 4,Yield: 4 servings","1<U+2009>½ pounds pork tenderloin + 2 eggs + ¼ cup milk + ½ cup Italian-style dried bread crumbs + 1 pinch garlic salt + 2 teaspoons dried oregano + salt and pepper to taste + 1 tablespoon vegetable oil"
"meat-and-poultry.pork.tenderloin","Pork Tenderloin with Apples and Onions",5,28,24,"This is an easy, tasty main dish for the family on a weeknight. While the pork is in the oven, it's simple to steam a veggie side and prepare a quick salad.","prep: 15 mins,cook: 45 mins,total: 1 hr,Servings: 6,Yield: 6 servings","2 (1 1/2 pound) pork tenderloins + 2 teaspoons vegetable oil, divided + 1 teaspoon sea salt + 2 tablespoons vegetable oil, divided, or more as needed + 3 Granny Smith apples - peeled, cored, and sliced into eighths + 2 medium sweet onions, sliced vertically + 1 tablespoon Dijon mustard + 1 tablespoon fresh thyme leaves, divided + ¼ teaspoon ground black pepper, or to taste + 1 cup chicken stock + 1 tablespoon butter"
"meat-and-poultry.turkey","Olive-Brined Air-Fryer Turkey Breast",5,4,4,"An easy recipe for making a savory, juicy turkey breast in an air fryer. Using olive brine gives the breast flavor and also keeps it tender. I use spicy Tabasco® Olive brine for extra kick. Serve with cranberry sauce.","prep: 5 mins,cook: 20 mins,additional: 8 hrs 30 mins,total: 8 hrs 55 mins,Servings: 14,Yield: 14 servings","¾ cup brine from a can of olives + ½ cup buttermilk + 3<U+2009>½ pounds boneless, skinless turkey breast + 1 sprig fresh rosemary + 2 sprigs fresh thyme"
"meat-and-poultry.turkey","Cranberry Stuffed Turkey Breasts",0,0,103,"I made these once for a holiday dinner party, and they were such a hit that I started making them for Thanksgiving instead of a whole turkey.","prep: 45 mins,cook: 1 hr,additional: 15 mins,total: 2 hrs,Servings: 10,Yield: 10 servings","1 (12 ounce) package herb-seasoned bread stuffing mix + 2 skinless boneless turkey breasts + 1 cup chopped pecans + 2 (8 ounce) packages dried, sweetened cranberries + 2 tablespoons olive oil + 6 lettuce leaves + ½ cup pecan halves"
"meat-and-poultry.turkey","How to Cook a Turkey",0,0,123,"Learn how to cook a turkey with this simple recipe. The biggest myth in American cookery is that a juicy, perfectly cooked turkey is difficult for the novice cook to achieve. Even if this is your first time, don't play scared; this will work! There is nothing to fear but the fear of dry turkey itself. Be sure to buy a meat thermometer before Thanksgiving; it will be the essential tool in the kitchen that day.","prep: 20 mins,cook: 3 hrs 5 mins,additional: 10 mins,total: 3 hrs 35 mins,Servings: 24","1 medium onion, coarsely chopped + 1 stalk celery, coarsely chopped + 1 medium carrot, coarsely chopped + 1 (12 pound) whole turkey, neck and giblets reserved + 2 tablespoons kosher salt + 1 tablespoon ground black pepper + 1 teaspoon cayenne pepper + 3 tablespoons butter + 4 sprigs fresh rosemary + ½ bunch fresh sage, chopped"
"meat-and-poultry.turkey","Cameron's Ground Turkey Salsa Ranchera for Tacos and Burritos",5,3,2,"It doesn't get much easier than this -- lean ground turkey and salsa ranchera combined and made in a pressure cooker such as Instant Pot®. Perfect for tacos, burritos, or even a taco salad.","prep: 5 mins,cook: 30 mins,additional: 5 mins,total: 40 mins,Servings: 4,Yield: 4 servings","1 teaspoon canola oil + 1<U+2009>¼ pounds lean ground turkey + 1 (7 ounce) can salsa ranchera (such as HERDEZ®)"
"meat-and-poultry.turkey","Healthy Shepherd's Pie with Cauliflower Mash",0,0,12,"This shepherd's pie with cauliflower mash is a low-carb, healthier version of a great cold-weather dish. Enjoy this satisfying meal with a little less guilt.","prep: 20 mins,cook: 1 hr 5 mins,total: 1 hr 25 mins,Servings: 12,Yield: 1 9x13-inch casserole","1 tablespoon avocado oil + 5 cups diced celery + 5 cups finely chopped mushrooms + ½ medium onion, diced + 3 pounds lean ground turkey + 1 tablespoon dried parsley + 1 tablespoon dried thyme + 2 teaspoons garlic powder + 1 teaspoon ground black pepper + ½ teaspoon crushed red pepper flakes, or to taste + ½ teaspoon sea salt + ¼ cup almond flour + 1 (8 ounce) can low-sodium tomato sauce + 2 medium zucchini, cut into 1/4-inch slices + 4 (10 ounce) packages frozen cauliflower rice (such as Green Giant®) + <U+2153> cup milk + 2 tablespoons butter, divided + ½ teaspoon paprika"
"meat-and-poultry.turkey","Comforting Turkey Cobbler",4.5,15,13,"This takes the best of a pot pie and becomes a cobbler. The rustic look of the topping ensures you don't have to worry about shaping a pie pastry. The vegetables can be changed if desired.","prep: 20 mins,cook: 35 mins,total: 55 mins,Servings: 6,Yield: 6 servings","1 tablespoon butter + 1 tablespoon all-purpose flour + 1 cup water + ½ cup milk + 1 teaspoon garlic base (such as Better Than Bouillon® Roasted Garlic Base) + 2<U+2009>½ cups cubed cooked turkey + ½ cup chopped carrots + ½ cup chopped celery + ¼ cup chopped onion + ¼ teaspoon dried oregano + ¼ teaspoon ground thyme + ¼ teaspoon dried parsley + salt and ground black pepper to taste + nonstick cooking spray + 1 cup all-purpose flour + 1<U+2009>½ teaspoons baking powder + ½ teaspoon salt + 3 tablespoons butter + ½ cup milk + 1 pinch Italian seasoning + 1 pinch garlic granules"
"meat-and-poultry.turkey","Zippy and Tangy Turkey Rice Soup",0,0,37,"Great soup for using up leftover turkey. This soup has a little cayenne added to give it a kick.","prep: 35 mins,cook: 2 hrs 30 mins,total: 3 hrs 5 mins,Servings: 10,Yield: 10 servings","1 leftover turkey carcass, broken into pieces + 1 large onion, chopped + 1 tablespoon chopped celery leaves, or to taste + 2 bay leaves + 1 tablespoon butter + 28 baby carrots, quartered + 3 stalks celery, chopped + 2 (14.5 ounce) cans stewed tomatoes with juice + 1 cup long-grain rice + 10 green beans, cut into bite-size pieces + 2 cubes chicken bouillon + 1 tablespoon dried marjoram + 1 teaspoon dried thyme + 2 sprigs fresh rosemary + ½ teaspoon ground ginger + ½ teaspoon cayenne pepper + salt and ground black pepper to taste + 1 (15.25 ounce) can whole kernel corn, drained"
"meat-and-poultry.turkey","Instant Pot® Turkey Breast",4.5,82,72,"The Instant Pot® made the moistest turkey breast I have ever made. I usually let this cook in the slow cooker all day, but this turned out so much better. I couldn't believe that I had such a wonderful meal ready in less than an hour total!","prep: 10 mins,cook: 33 mins,additional: 20 mins,total: 1 hr 3 mins,Servings: 8,Yield: 1 turkey breast","1 (1 ounce) package onion soup mix + 1 (6 pound) turkey breast, thawed + 2 ribs celery, cut into large chunks + 1 onion, cut into large chunks + 1 cup chicken broth + 2 tablespoons water + 1 tablespoon cornstarch, or more as needed"
"meat-and-poultry.turkey","Turkey and Rice Meatballs (Albondigas)",4.5,101,90,"As these turkey and rice meatballs simmer in the sauce, the rice absorbs moisture, swell ups, and creates a relatively tender, moist meatball. I didn't intend this recipe to be a Thanksgiving dinner alternative, but now that I think about it, these could actually work. These are delicious served over saffron basmati rice.","prep: 25 mins,cook: 2 hrs,total: 2 hrs 25 mins,Servings: 6,Yield: 20 to 24 small meatballs","1 pound ground turkey thigh meat + 1 cup packed, cooked white long grain rice + 3 cloves crushed garlic + ¼ cup chopped Italian flat leaf parsley + 1 large egg + 2 teaspoons kosher salt + 1 teaspoon smoked paprika + 1 teaspoon ground cumin + ½ teaspoon freshly ground black pepper + ¼ teaspoon dried oregano + <U+215B> teaspoon cayenne pepper + 1 tablespoon olive oil + 2<U+2009>½ cups prepared tomato sauce + 1 cup chicken broth, plus more as needed + <U+2153> cup creme fraiche + 1 tablespoon sherry vinegar + 1 teaspoon paprika + 2 tablespoons chopped Italian flat leaf parsley + salt and pepper to taste"
"meat-and-poultry.turkey","Chopped Turkey Salad with Grapes",0,0,1,"This chopped turkey salad with grapes is a cinch to make with precooked turkey and can be the star of your barbecue or picnic dinner.","prep: 15 mins,total: 15 mins,Servings: 4,Yield: 4 servings","2 cups cooked turkey, cut into bite-sized chunks, or more to taste + <U+2153> cup mayonnaise + 1 tablespoon mayonnaise + 3 tablespoons Dijon mustard + 2 tablespoons red wine vinegar + 1 medium head Romaine lettuce, cut into bite-sized pieces + 1 cup mixed salad greens + 3 stalks celery, sliced + 1 small red onion, finely sliced + ¾ cup halved seedless red grapes + 6 tablespoons olive oil + 4 tablespoons red wine vinegar + 1 pinch white sugar + salt and ground black pepper to taste + ½ cup shelled salted peanuts, or more to taste"
"meat-and-poultry.turkey","Homemade Dog Food",0,0,240,"I have made dog food ever since my dogs were puppies - 4 years now! They are very healthy and have never had any problems. You can also add it to their kibble. They love it! My dogs are large breed so they get 2 cups in the a.m. and p.m.","prep: 5 mins,cook: 25 mins,total: 30 mins,Servings: 5,Yield: 10 cups","6 cups water + 1 pound ground turkey + 2 cups brown rice + 1 teaspoon dried rosemary + ½ (16 ounce) package frozen broccoli, carrots and cauliflower combination"
"meat-and-poultry.turkey","Best Turkey Burgers",4.5,2595,1872,"This is the best turkey burger recipe. After making them the first time my husband said 'no more' to beef burgers. These are really good - any cooking method may be used, and they freeze very well. The recipe can also be used for meatballs or meatloaves.","prep: 15 mins,cook: 15 mins,total: 30 mins,Servings: 12,Yield: 12 burgers","3 pounds ground turkey + ¼ cup seasoned bread crumbs + ¼ cup finely diced onion + 2 egg whites, lightly beaten + ¼ cup chopped fresh parsley + 1 clove garlic, peeled and minced + 1 teaspoon salt + ¼ teaspoon ground black pepper"
"meat-and-poultry.turkey","Roasted Turkey Legs",4.5,112,88,"Roasting a few turkey legs is a great way to have a small scale Thanksgiving dinner, or a delicious turkey dinner anytime of the year. You don't need to worry about cooking a whole roasted turkey from scratch, and this recipe can be increased very easily.","prep: 15 mins,cook: 1 hr 30 mins,total: 1 hr 45 mins,Servings: 3","3 stalks celery stalks, cut in thirds + 3 turkey legs + 6 tablespoons butter + salt to taste + ½ cup water, or as needed"
"meat-and-poultry.turkey","Spinach and Feta Turkey Burgers",4.5,851,646,"These are a big hit in the summertime when everyone is tired of the same old hamburgers and hot dogs. Serve with or without buns and your favorite condiments. I like to serve these with lettuce, tomato, and Tzatziki sauce (you can find recipes for that on this site as well).","prep: 20 mins,cook: 15 mins,total: 35 mins,Servings: 8,Yield: 8 turkey burgers","2 eggs, beaten + 2 cloves garlic, minced + 4 ounces feta cheese + 1 (10 ounce) box frozen chopped spinach, thawed and squeezed dry + 2 pounds ground turkey"
"meat-and-poultry.turkey","Dad's Leftover Turkey Pot Pie",0,0,1173,"Turkey pot pie like you have never tasted before. It won't last long.","prep: 30 mins,cook: 50 mins,additional: 10 mins,total: 1 hr 30 mins,Servings: 12,Yield: 2 9-inch pot pies","2 cups frozen peas and carrots + 2 cups frozen green beans + 1 cup sliced celery + <U+2154> cup butter + <U+2154> cup chopped onion + <U+2154> cup all-purpose flour + 1 teaspoon salt + 1 teaspoon ground black pepper + ½ teaspoon celery seed + ½ teaspoon onion powder + ½ teaspoon Italian seasoning + 1<U+2009>¾ cups chicken broth + 1<U+2009><U+2153> cups milk + 4 cups cubed cooked turkey meat - light and dark meat mixed + 4 (9 inch) unbaked pie crusts"
"meat-and-poultry.turkey","Out of This World Turkey Brine",5,841,643,"This smoked turkey brine recipe is the best around. My uncle gave me this recipe; he is an avid meat smoker.","prep: 10 mins,total: 10 mins,Servings: 12,Yield: 34 cups","2 gallons water + 1<U+2009>½ cups canning salt + <U+2153> cup brown sugar + ¼ cup Worcestershire sauce + 3 tablespoons minced garlic + 1 tablespoon ground black pepper"
"meat-and-poultry.turkey","Turkey in a Smoker",5,272,231,"Learn how to smoke a turkey with this great recipe. It's nearly impossible to cook a large bird on a barbecue grill so a smoker is best for this. It may not be your traditional holiday turkey, but this moist, tender, hickory-flavored turkey will be surely be met with rave reviews.","prep: 20 mins,cook: 10 hrs,total: 10 hrs 20 mins,Servings: 13,Yield: 1 (10 pound) turkey","1 (10 pound) whole turkey, neck and giblets removed + 4 cloves garlic, crushed + 2 tablespoons seasoned salt + ½ cup butter + 2 (12 fluid ounce) cans cola-flavored carbonated beverage + 1 medium apple, quartered + 1 medium onion, quartered + 1 tablespoon garlic powder + 1 tablespoon salt + 1 tablespoon ground black pepper + 2 cups hickory wood chips, or more as needed (Optional)"
"meat-and-poultry.turkey","Easy Turkey Tetrazzini",0,0,414,"Turkey Tetrazzini is a quick and easy way to turn leftover turkey into a family favorite.","prep: 20 mins,cook: 35 mins,total: 55 mins,Servings: 6,Yield: 1 9x13-inch casserole","1 (8 ounce) package egg noodles + 2 tablespoons butter + 1 (6 ounce) can sliced mushrooms + 2 cups chopped cooked turkey + 1 (10.75 ounce) can condensed cream of celery soup + 1 cup sour cream + 1 teaspoon salt + <U+215B> teaspoon pepper + ½ cup grated Parmesan cheese"
"meat-and-poultry.turkey","Laura's Quick Slow Cooker Turkey Chili",0,0,1124,"This is an easy crockpot turkey chili recipe that you can quickly throw together in the slow cooker and forget about all day. Great topped with Cheddar cheese, crushed corn chips, and a dollop of sour cream.","prep: 15 mins,cook: 4 hrs,total: 4 hrs 15 mins,Servings: 8","1 tablespoon vegetable oil + 1 pound ground turkey + cooking spray + 2 (10.75 ounce) cans low sodium tomato soup + 2 (15 ounce) cans kidney beans, drained + 1 (15 ounce) can black beans, drained + ½ medium onion, chopped + 2 tablespoons chili powder + ½ tablespoon garlic powder + ½ tablespoon ground cumin + 1 teaspoon red pepper flakes + 1 pinch ground black pepper + 1 pinch ground allspice + salt to taste"
"meat-and-poultry.turkey","Turkey Breakfast Sausage",0,0,147,"You can use this recipe for chicken and pork as well.","prep: 10 mins,cook: 10 mins,total: 20 mins,Servings: 8,Yield: 8 servings","2 pounds ground turkey + 1 tablespoon brown sugar + 2 teaspoons kosher salt + 1<U+2009>½ teaspoons ground black pepper + 1<U+2009>½ teaspoons ground sage + 1<U+2009>½ teaspoons ground thyme + ½ teaspoon dried marjoram + ½ teaspoon red pepper flakes"
"meat-and-poultry.turkey","Swedish Turkey Meatballs",4.5,50,37,"I've tried a few different Swedish Meatballs recipes and also the sauce packets they sell at the stores but I've never been happy with the results. One night I really wanted to make Swedish Meatballs, and after looking on multiple websites for recipes, I finally gave up and made up my own. It turned out delicious!","prep: 20 mins,cook: 33 mins,total: 53 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ pounds ground turkey + ¾ cup bread crumbs + 1 egg, beaten + 2 tablespoons grated Parmesan cheese + 2 cloves garlic, minced + 2 teaspoons dried Italian seasoning + 2 cups beef broth + 3 tablespoons all-purpose flour + 2 tablespoons butter + 1 cup heavy whipping cream + 1 tablespoon Worcestershire sauce (Optional) + ¼ teaspoon ground black pepper"
"meat-and-poultry.turkey","Seasoned Turkey Burgers",4.5,684,497,"These burgers are great on the 'que' or indoors. Dress them up as you like, even on a whole wheat bun. Baked garlic home fries go great with it! Serve with the 'works': lettuce, tomato, avocado, sprouts, onion, mayonnaise, mustard, ketchup, etc.","prep: 10 mins,cook: 20 mins,additional: 10 mins,total: 40 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ pounds ground turkey + 1 (1 ounce) package dry onion soup mix + ½ teaspoon ground black pepper + ½ teaspoon garlic powder + 1<U+2009>½ tablespoons soy sauce + 1 egg, lightly beaten (Optional) + 6 hamburger buns, split"
"meat-and-poultry.turkey","Fast and Friendly Meatballs",4.5,1069,801,"These oven-baked meatballs are fast and easy to prepare and very kid-friendly. You can serve them with pasta and spaghetti sauce or just eat them with ketchup, as my children do. Feel free to substitute lean ground beef for the ground turkey. The turkey should have at least 7% fat.","prep: 10 mins,cook: 20 mins,total: 30 mins,Servings: 6,Yield: 18 meatballs","2 tablespoons olive oil + 1 (20 ounce) package ground turkey + 1 egg, beaten + <U+2153> cup Italian seasoned bread crumbs"
"meat-and-poultry.turkey","Turkey Brine",5,1357,998,"This is a tasty turkey brine recipe for any poultry. It will make your bird very juicy, and gravy to die for! This is enough brine for a 10- to 18- pound turkey.","prep: 5 mins,cook: 5 mins,cool: 8 hrs 30 mins,total: 8 hrs 40 mins,Servings: 15,Yield: 2 gallons","1 gallon vegetable broth + 1 cup sea salt + 1 tablespoon crushed dried rosemary + 1 tablespoon dried sage + 1 tablespoon dried thyme + 1 tablespoon dried savory + 1 gallon ice water"
"meat-and-poultry.turkey","Easy Baked Turkey Wings",0,0,141,"My mom made this growing up and now my family loves it. It is very easy to make. Serve over rice or mashed potatoes.","prep: 10 mins,cook: 2 hrs,total: 2 hrs 10 mins,Servings: 4,Yield: 4 servings","5 turkey wings + 1 small onion, chopped (Optional) + 1 teaspoon seasoned salt + 1 teaspoon poultry seasoning + 1 teaspoon ground black pepper + 1 teaspoon minced garlic + 1<U+2009>½ cups water, divided + 1 (10.75 ounce) can cream of mushroom soup"
"meat-and-poultry.turkey","Chef John's Turkey Sloppy Joes",4.5,532,388,"This made for a very enjoyable lunch, and kept warm in a slow cooker, could also work very nicely for a Super Bowl party. It tastes enough like a traditional beef Sloppy Joe to provide that satisfying comfort food fix, yet seems much lighter.","prep: 10 mins,cook: 30 mins,total: 40 mins,Servings: 6,Yield: 6 sandwiches","2 tablespoons butter + 1 onion, diced + salt and ground black pepper to taste + 1<U+2009>¼ pounds ground turkey + ½ cup cold water + ¾ cup ketchup + 1<U+2009>½ tablespoons brown sugar + ½ teaspoon cayenne pepper, or to taste + ½ teaspoon Worcestershire sauce + ½ teaspoon unsweetened cocoa powder + 1 cup water, or as needed + 6 hamburger buns, split + <U+2153> cup chopped green onions + ½ cup shredded white Cheddar cheese"
"meat-and-poultry.turkey","Baked Hawaiian Sandwiches",0,0,143,"These sandwiches are quick, easy, and always a hit. They can be served at receptions, baby showers, Bible studies, or tailgate parties! I have made large quantities and they have always turned out. Sandwiches can be made up in advance and stored in refrigerator until ready to bake. Try them and enjoy!","prep: 30 mins,cook: 15 mins,total: 45 mins,Servings: 24,Yield: 24 small sandwiches","24 Hawaiian bread rolls (such as King's®), split + 12 thin slices of honey-cured deli ham, halved + 12 slices Swiss cheese, halved + 12 thin slices deli smoked turkey, halved + 12 thin slices provolone cheese, halved + ½ cup butter + ¼ cup white sugar + ¼ cup dried onion flakes + 2 tablespoons poppy seeds + 1 tablespoon honey mustard"
"meat-and-poultry.turkey","White Chili with Ground Turkey",4.5,1319,1043,"This white turkey chili is a great alternative to regular chili. This dish has a unique taste that even the pickiest eater will enjoy. Make sure you spice this one to taste! Garnish with cheese, salsa, sour cream and cilantro leaves, and serve with rolled tortillas on the side.","prep: 15 mins,cook: 30 mins,total: 45 mins,Servings: 8","1<U+2009>½ pounds ground turkey + 1 onion, chopped + 3 cloves garlic, minced + 2 (4 ounce) cans canned green chile peppers, chopped + 1 tablespoon ground cumin + 1 tablespoon dried oregano + 1 teaspoon ground cinnamon + ground cayenne pepper to taste + ground white pepper to taste + 5 cups chicken broth + 3 (15 ounce) cans cannellini beans + 2 cups shredded Monterey Jack cheese"
"meat-and-poultry.turkey","Turkey and Quinoa Meatloaf",4.5,2411,1747,"I always found turkey meatloaf to be quite disappointing. The flavor is usually lacking as well as the texture. Well, I have developed this version that has a great texture and a surprisingly good flavor (my brother couldn't even tell that it wasn't beef)! The secret is the quinoa, which adds wonderful texture and is much nuttier than breadcrumbs. I hope you enjoy this recipe!","prep: 30 mins,cook: 50 mins,total: 1 hr 20 mins,Servings: 5,Yield: 5 servings","¼ cup quinoa + ½ cup water + 1 teaspoon olive oil + 1 small onion, chopped + 1 large clove garlic, chopped + 1 (20 ounce) package ground turkey + 1 tablespoon tomato paste + 1 tablespoon hot pepper sauce + 2 tablespoons Worcestershire sauce + 1 egg + 1<U+2009>½ teaspoons salt + 1 teaspoon ground black pepper + 2 tablespoons brown sugar + 2 teaspoons Worcestershire sauce + 1 teaspoon water"
"meat-and-poultry.turkey","Slow Cooker Turkey Breast",0,0,1321,"Quick and easy way to cook turkey in the slow cooker. With only two ingredients, the only hard part is waiting.","prep: 10 mins,cook: 8 hrs,total: 8 hrs 10 mins,Servings: 12,Yield: 12 servings","1 (6 pound) bone-in turkey breast + 1 (1 ounce) envelope dry onion soup mix"
"meat-and-poultry.turkey","Lazygirl's Ground Turkey Stroganoff",4,544,435,"A creamy and delicious seasoned ground turkey mixture is served over hot egg noodles.","prep: 15 mins,cook: 20 mins,total: 35 mins,Servings: 4,Yield: 4 servings","1 (8 ounce) package uncooked egg noodles + 1 tablespoon vegetable oil + 1 pound ground turkey + 1 tablespoon minced onion + 1 cube chicken bouillon, crumbled + 1 (10.75 ounce) can condensed cream of mushroom soup + ½ cup water + 1 tablespoon paprika + salt to taste"
"meat-and-poultry.turkey","Turkey Wraps",4.5,122,78,"These light and tasty wraps are great for lunch, or slice them smaller and they make wonderful party appetizers or great little after-school snacks.","prep: 20 mins,total: 20 mins,Servings: 6,Yield: 6 wraps","1 (8 ounce) package cream cheese with chives + 2 tablespoons Dijon mustard + 6 (8 inch) whole wheat tortillas + 1<U+2009>½ cups finely shredded iceberg lettuce + 12 slices thinly sliced deli turkey + ¾ cup shredded Swiss cheese + 1 large tomato, seeded and diced + 1 large avocado, sliced + 6 slices bacon, cooked and crumbled"
