group,name,rating,process,ingredient
breakfast-and-brunch.cereals.oatmeal.overnight-oats,spicy gingerbread overnight oats,0,prep minsadditional hrstotal hrs minsservings yield servings,½ cup milk ½ cup rolled oats ¼ cup plain greek yogurt tablespoon brown sugar tablespoon flaxseed meal teaspoon molasses ¼ teaspoon vanilla extract ¼ teaspoon ground cinnamon ¼ teaspoon ground ginger pinch salt pinch ground nutmeg pinch ground cloves pinch ground allspice tablespoons raisins optional tablespoons chopped walnuts optional
breakfast-and-brunch.cereals.oatmeal.overnight-oats,spiced chai overnight oats,0,prep minsadditional hrstotal hrs minsservings yield serving,½ cup rolled oats ½ cup brewed chai tea ½ cup unsweetened almond milk tablespoons apple butter
breakfast-and-brunch.cereals.oatmeal.overnight-oats,overnight caramel gingerbread oats,,prep minscook minsadditional hrstotal hrs minsservings yield jar,tablespoon butter ¼ pear chopped tablespoons chopped walnuts ½ teaspoon ground cinnamon divided ounces caramelflavored protein shake such as premier protein® ½ cup rolled oats teaspoons pumpkin pie spice ½ teaspoon ground ginger
breakfast-and-brunch.cereals.oatmeal.overnight-oats,vegan pumpkin overnight oats in the slow cooker,0,prep minscook hrstotal hrs minsservings yield servings,u½ cups water cup steelcut oats cup almond milk cup canned pumpkin puree teaspoon vanilla extract teaspoon pumpkin pie spice ¼ teaspoon salt
breakfast-and-brunch.pancakes,good old fashioned pancakes,4.5,prep minscook minstotal minsservings yield servings,u½ cups allpurpose flour u½ teaspoons baking powder ¼ teaspoon salt or more to taste tablespoon white sugar u¼ cups milk egg tablespoons butter melted
breakfast-and-brunch.pancakes,banana pancakes,0,prep minscook minstotal minsservings yield pancakes,cup allpurpose flour tablespoon white sugar teaspoons baking powder ¼ teaspoon salt egg beaten cup milk tablespoons vegetable oil ripe bananas mashed
breakfast-and-brunch.pancakes,wheat germ wholewheat buttermilk pancakes,4.5,prep minscook minstotal minsservings yield pancakes,eggs lightly beaten ¼ cup canola oil cups buttermilk teaspoons baking soda ½ cup wheat germ ½ teaspoon salt u½ cups whole wheat pastry flour
breakfast-and-brunch.pancakes,oatmeal pancakes ii,0,prep minscook minstotal minsservings yield servings,½ cup allpurpose flour ½ cup quick cooking oats tablespoon white sugar teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt ¾ cup buttermilk teaspoon vanilla extract tablespoons vegetable oil egg
breakfast-and-brunch.pancakes,chef johns dutch babies,5,prep minscook minstotal minsservings yield servings,u cup milk room temperature ½ cup packed allpurpose flour large eggs room temperature ¼ teaspoon vanilla extract ¼ teaspoon salt tablespoons clarified butter tablespoon butter ½ meyer lemon juiced tablespoon confectioners sugar or to taste
breakfast-and-brunch.pancakes,the best ricotta pancakes,4.5,prep minscook minstotal minsservings yield pancakes,cup ricotta cheese plus tablespoons ricotta cheese ½ cup skim milk eggs separated ¾ cup allpurpose flour teaspoon baking powder pinch salt tablespoon canola oil or as needed
breakfast-and-brunch.pancakes,buttermilk pancakes,0,prep minscook minstotal minsservings yield inch pancakes,cups allpurpose flour tablespoons white sugar teaspoons baking powder u½ teaspoons baking soda ¾ teaspoon salt cups buttermilk ½ cup milk eggs u cup butter melted
breakfast-and-brunch.pancakes,fluffy pancakes,5,prep minscook minsadditional minstotal minsservings yield pancakes,¾ cup milk tablespoons white vinegar cup allpurpose flour tablespoons white sugar teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt egg tablespoons butter melted cooking spray
breakfast-and-brunch.pancakes,japanesestyle fluffy pancakes,0,prep minscook minstotal minsservings yield medium pancakes,eggs ¼ cup brown sugar u½ cups allpurpose flour teaspoons baking powder u cup milk ½ teaspoon vanilla extract
breakfast-and-brunch.pancakes,banana bread pancakes,4.5,prep minscook minsadditional minstotal minsservings yield pancakes,u¼ cups allpurpose flour ½ teaspoon kosher salt ½ teaspoon baking powder ¼ teaspoon baking soda large ripe banana large egg u cup white sugar ¼ cup milk ¼ teaspoon vanilla extract ¼ cup unsalted butter melted ½ cup finely chopped walnuts tablespoon unsalted butter or as needed
breakfast-and-brunch.pancakes,best buckwheat pancakes,4.5,prep minscook minstotal minsservings yield to servings,cup buttermilk egg tablespoons butter melted tablespoons allpurpose flour tablespoons buckwheat flour teaspoon white sugar ½ teaspoon salt teaspoon baking soda tablespoons butter
breakfast-and-brunch.pancakes,homemade pancakes,0,prep minscook minstotal minsservings yield pancakes,u½ cups allpurpose flour u¼ cups milk egg tablespoons butter melted tablespoon white sugar teaspoons baking powder teaspoon salt
breakfast-and-brunch.pancakes,easy banana nut pancakes,0,prep minscook minstotal minsservings yield to pancakes,cup allpurpose flour ¼ cup finely chopped walnuts tablespoons white sugar tablespoon baking powder ½ teaspoon ground nutmeg ½ teaspoon ground cinnamon ½ teaspoon baking soda ½ teaspoon salt cup almond milk small overripe bananas mashed u½ tablespoons butter melted ½ teaspoon vanilla extract egg
breakfast-and-brunch.pancakes,oldfashioned pancakes,4.5,prep minscook minstotal minsservings yield pancakes,u½ cups allpurpose flour u½ teaspoons baking powder teaspoon salt tablespoon white sugar tablespoons butter melted egg u¼ cups milk cooking spray
breakfast-and-brunch.pancakes,glutenfree buckwheat pancakes,0,prep minscook minsadditional minstotal minsservings yield pancakes,¾ cup glutenfree baking and pancake mix such as pamelas® ¾ cup water egg ¼ cup buckwheat flour tablespoon vegetable oil
breakfast-and-brunch.pancakes,japanesestyle fluffy pancakes,0,prep minscook minstotal minsservings yield medium pancakes,eggs ¼ cup brown sugar u½ cups allpurpose flour teaspoons baking powder u cup milk ½ teaspoon vanilla extract
breakfast-and-brunch.pancakes,lemonricotta pancakes,5,prep minscook minsadditional minstotal minsservings yield servings,¾ cup cold water or milk ½ teaspoon baking soda ½ cup ricotta cheese tablespoon grated lemon zest just the yellow part of the skin tablespoon vegetable oil tablespoon white sugar large egg ub teaspoon vanilla extract tablespoons melted butter tablespoon lemon juice cup selfrising flour tablespoons selfrising flour
breakfast-and-brunch.pancakes,pumpkin pancakes,0,prep minscook minstotal minsservings yield about pancakes,u½ cups milk cup pumpkin puree large egg tablespoons vegetable oil tablespoons vinegar cups allpurpose flour tablespoons brown sugar teaspoons baking powder teaspoon baking soda teaspoon ground allspice teaspoon ground cinnamon ½ teaspoon ground ginger ½ teaspoon salt cooking spray
breakfast-and-brunch.pancakes,vegan pancakes,0,prep minscook minstotal minsservings yield pancakes,u¼ cups allpurpose flour tablespoons white sugar teaspoons baking powder ½ teaspoon salt u¼ cups water tablespoon oil
breakfast-and-brunch.pancakes,german pancakes ii,4.5,prep minscook minstotal minsservings yield servings,¼ cup butter cup allpurpose flour cup milk eggs lightly beaten ub teaspoon salt
breakfast-and-brunch.pancakes,cinnamon roll pancakes,4.5,prep minscook minsadditional minstotal minsservings yield pancakes,¾ cup milk tablespoons white distilled vinegar cup allpurpose flour tablespoons white sugar teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt large egg tablespoons butter melted u½ teaspoons vanilla extract u½ tablespoons packed brown sugar ¼ cup butter melted u½ teaspoons ground cinnamon ¼ cup butter softened ounces cream cheese at room temperature ¾ cup confectioners sugar ½ teaspoon vanilla extract cooking spray
breakfast-and-brunch.pancakes,moms buttermilk pancakes,0,prep minscook minstotal minsservings yield inch pancakes,cup flour teaspoon salt teaspoon baking soda egg uub cups buttermilk tablespoons butter melted
breakfast-and-brunch.pancakes,baked pancakes,4.5,prep minscook minstotal minsservings yield servings,tablespoons butter ½ cup allpurpose flour ½ cup milk eggs beaten teaspoon white sugar ¼ teaspoon salt ¼ lemon juiced optional tablespoon confectioners sugar or to taste optional
breakfast-and-brunch.pancakes,made from scratch blueberry flapjacks,4.5,prep minscook minstotal minsservings yield flapjacks,cup allpurpose flour teaspoon baking powder ½ teaspoon salt cup milk large egg ½ cup blueberries tablespoons chia seeds optional cooking spray
breakfast-and-brunch.pancakes,buckwheat pancakes,5,prep minscook minsadditional minstotal minsservings yield servings,cup buckwheat flour u½ teaspoons white sugar teaspoon baking powder ¼ teaspoon salt ¼ teaspoon baking soda u¼ cups buttermilk large egg beaten ¼ teaspoon vanilla extract tablespoon unsalted butter or as needed
breakfast-and-brunch.pancakes,german apple pancake,4.5,prep minscook minsadditional minstotal minsservings yield servings,eggs ½ cup unbleached allpurpose flour ½ teaspoon baking powder tablespoon sugar pinch salt cup milk teaspoon vanilla extract tablespoons unsalted butter melted ½ teaspoon ground nutmeg ¼ cup unsalted butter ½ cup white sugar divided ½ teaspoon ground cinnamon ½ teaspoon ground nutmeg large tart apple peeled cored and sliced
breakfast-and-brunch.pancakes,extrayummy fluffy pancakes,4,prep minscook minsadditional minstotal minsservings yield small pancakes,u¼ cups allpurpose flour u½ tablespoons white sugar tablespoon baking powder tablespoon ground cinnamon ¾ teaspoon salt uu cups milk egg lightly beaten tablespoons vegetable oil ¾ teaspoon vanilla extract teaspoon vegetable oil or as needed
breakfast-and-brunch.pancakes,strawberry vanilla pancakes,4,prep minscook minstotal minsservings yield pancakes,cup allpurpose flour tablespoons brown sugar teaspoons baking powder teaspoon salt egg cup milk tablespoons vegetable oil tablespoons vanilla extract cup chopped fresh strawberries
breakfast-and-brunch.pancakes,fluffy and delicious pancakes,0,prep minscook minsadditional minstotal minsservings yield servings,¾ cup milk tablespoons white vinegar cup allpurpose flour tablespoons white sugar teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt egg tablespoons butter melted u½ teaspoons ground cinnamon or as desired optional teaspoon vanilla extract optional cooking spray
breakfast-and-brunch.pancakes,veronicas apple pancakes,0,prep minscook minstotal minsservings yield servings,¼ cup butter melted egg cup milk cup shredded tart apple u¼ cups allpurpose flour u¼ teaspoons baking powder ¼ teaspoon ground cinnamon tablespoon white sugar
breakfast-and-brunch.pancakes,chef johns blueberry dutch baby,0,prep minscook minstotal minsservings yield servings,½ cup packed allpurpose flour ¼ teaspoon fine salt ¼ teaspoon pure vanilla extract large eggs at room temperature u cup milk at room temperature tablespoons clarified butter melted u cup fresh blueberries or more to taste tablespoon unsalted butter melted ½ meyer lemon juiced tablespoons powdered sugar or to taste tablespoons maple syrup or to taste optional
breakfast-and-brunch.pancakes,dutch babies ii,4.5,prep minscook minstotal minsservings yield servings,eggs ½ cup milk ½ cup sifted allpurpose flour pinch ground nutmeg pinch salt tablespoons butter tablespoons confectioners sugar for dusting
breakfast-and-brunch.pancakes,fathers day mancake pancakes,4.5,prep minscook minsadditional minstotal hr minsservings yield pancakes,slices bacon u cup packed brown sugar teaspoon vegetable oil or as needed u½ cups allpurpose flour tablespoons white sugar u½ teaspoons baking powder fluid ounces dads favorite beer or more if needed tablespoons unsalted butter melted ½ teaspoon salt ½ teaspoon vanilla extract optional
breakfast-and-brunch.pancakes,norwegian pancakes pannekaken,4.5,prep minscook minstotal minsservings yield servings,eggs u½ cups milk cup allpurpose flour ¼ teaspoon salt teaspoon sugar
breakfast-and-brunch.pancakes,threeingredient banana pancakes,2.5,prep mincook minstotal minsservings yield pancake,medium banana eggs ½ tablespoon ground cinnamon ½ teaspoon butter
main-dish.quiche,quiche,0,prep minscook hrtotal hr minsservings yield inch pie,u½ cups shredded swiss cheese teaspoons allpurpose flour ½ cup cooked ham diced eggs cup milk ¼ teaspoon salt ¼ teaspoon ground dry mustard inch unbaked pie crust tablespoons chopped fresh parsley for garnish tablespoons chopped pimento peppers garnish
main-dish.quiche,creamy ham and cheese quiche,0,prep minscook minsadditional minstotal hr minsservings yield inch pie,inch refrigerated pie pastry cup shredded cheddar cheese divided ½ cup shredded swiss cheese tablespoons allpurpose flour divided ½ cup diced cooked ham tablespoons honey mustard u¼ cups halfandhalf eggs beaten ¼ cup chopped green onions ¼ teaspoon salt
main-dish.quiche,easy broccoli quiche,4.5,prep minscook minstotal minsservings,tablespoons butter divided cups chopped fresh broccoli onion minced teaspoon minced garlic inch unbaked pie crust u½ cups shredded mozzarella cheese eggs well beaten u½ cups milk ½ teaspoon black pepper teaspoon salt tablespoon butter melted
main-dish.quiche,spinachricotta quiche,0,prep minscook minsadditional minstotal hr minsservings yield inch quiche,tablespoon butter u cup finely chopped red onion ounce package fresh spinach ½ ounce package pastry for inch doublecrust pie large eggs ¾ cup wholemilk ricotta cheese ¾ cup heavy cream u cup grated parmigianoreggiano cheese tablespoon chopped fresh basil ½ teaspoon salt ¼ teaspoon ground black pepper
main-dish.quiche,english quiche lorraine,0,prep minscook minstotal hrservings yield servings,sheet frozen puff pastry thawed slices bacon cooked and crumbled eggs cup milk cups shredded swiss cheese salt and black pepper to taste small tomato thinly sliced
main-dish.quiche,quick spinach quiche,4.5,prep minscook hrtotal hr minsservings yield inch pies,ounce package refrigerated pie crusts cups shredded cheddar cheese ounce package frozen chopped spinach thawed and drained cup finely chopped onion eggs cups milk salt and ground black pepper to taste
main-dish.quiche,tomatobasil tart,4.5,prep minscook hr minsadditional hrstotal hrs minsservings yield servings,cups allpurpose flour tablespoons unsalted butter cubed teaspoon salt egg tablespoons cold water eggs tablespoons cream cheese softened tablespoons sour cream ounces shredded italian threecheese blend salt and freshly ground black pepper to taste bunch fresh basil leaves cut into thin strips tomatoes sliced or more as needed
main-dish.quiche,mini quiche breakfast bites,4,prep minscook minsadditional minstotal minsservings yield mini quiche,cooking spray large eggs ½ cup heavy cream ½ teaspoon dried dill weed ½ teaspoon hot mustard powder salt and ground black pepper to taste cup shredded swiss cheese cup cubed fully cooked ham ½ cup diced onion optional tablespoon diced roasted red peppers
main-dish.quiche,crustless spinach quiche,0,prep minscook minstotal minsservings yield inch quiche,tablespoon vegetable oil medium onion chopped ounce package frozen chopped spinach thawed drained and squeezed dry large eggs beaten ¼ teaspoon salt ub teaspoon ground black pepper cups shredded muenster cheese
main-dish.quiche,bacon cheese and caramelized onion quiche,0,prep minscook hr minsadditional minstotal hrs minsservings yield inch quiche,slices bacon inch unbaked pie crust ¼ cup butter medium onion finely chopped egg beaten eggs u¼ cups sour cream ¼ cup cream cheese softened ¼ teaspoon salt ub teaspoon ground black pepper cup shredded cheddar cheese
main-dish.quiche,quick quiche,4.5,prep minscook minstotal minsservings yield servings,slices bacon ounces shredded swiss cheese tablespoons butter melted eggs beaten ¼ cup finely chopped onion teaspoon salt ½ cup allpurpose flour u½ cups milk
main-dish.quiche,transformed spinach mushroom quiche,4,prep minscook minsadditional minstotal hr minsservings yield inch quiche,prepared inch single pie crust eggs ¾ cup milk tablespoon chopped fresh parsley teaspoon minced garlic ½ teaspoon salt ½ teaspoon ground black pepper ub teaspoon ground nutmeg ½ ounce bag fresh spinach ounce package sliced fresh mushrooms ½ yellow onion sliced ½ ounce container crumbled feta cheese ½ ounce package shredded swiss cheese divided
main-dish.quiche,basic quiche by shelly,0,prep minscook minstotal minsservings yield inch quiche,eggs cups halfandhalf cream ub teaspoon salt ¼ teaspoon white pepper ub teaspoon ground nutmeg ounces jarlsberg cheese shredded ounces mozzarella cheese shredded inch unbaked pie shell
main-dish.quiche,quiche,0,prep minscook hrtotal hr minsservings yield inch pie,u½ cups shredded swiss cheese teaspoons allpurpose flour ½ cup cooked ham diced eggs cup milk ¼ teaspoon salt ¼ teaspoon ground dry mustard inch unbaked pie crust tablespoons chopped fresh parsley for garnish tablespoons chopped pimento peppers garnish
main-dish.quiche,spinach and mushroom quiche with shiitake mushrooms,4.5,prep minscook minsadditional minstotal hrservings yield inch quiche,prepared inch single pie crust ¼ cup butter bunch green onions chopped cloves garlic chopped slice turkey bacon cut into inch pieces ounce bag fresh spinach ounce package shiitake mushrooms sliced ½ cup chopped broccoli florets ¼ cup shredded sharp cheddar cheese eggs beaten ¾ cup milk ½ teaspoon sea salt ½ teaspoon black pepper ½ cup shredded sharp cheddar cheese
main-dish.quiche,quiche lorraine i,4.5,prep minscook minsadditional minstotal hr minsservings yield inch pie,inch prepared pie crust slices bacon cup shredded swiss cheese u cup minced onion eggs beaten cups light cream ¾ teaspoon salt ¼ teaspoon white sugar ub teaspoon cayenne pepper
main-dish.quiche,easy quiche lorraine,4.5,prep minscook minstotal minsservings yield servings,recipe pastry for a inch single crust pie slices bacon onion chopped eggs beaten u½ cups milk ¼ teaspoon salt u½ cups shredded swiss cheese tablespoon allpurpose flour
main-dish.quiche,apple cheddar and bacon quiche,0,prep minscook hrtotal hr minsservings yield inch quiche,ounce package unbaked pie crust ½ ounce package bacon ½ small onion finely chopped large apple peeled cored and sliced tablespoon chopped garlic ¾ cup milk ½ cup sour cream large eggs teaspoon sea salt pinch ground cinnamon ½ ounce package shredded sharp cheddar cheese tablespoon dried sage
main-dish.quiche,easy mini quiches,4,prep minscook minstotal minsservings yield mini quiches,slices bacon chopped onion chopped eggs ¾ cup buttermilk baking mix u½ tablespoons chopped fresh parsley cups shredded american cheese
main-dish.quiche,spinach and bacon quiche,4.5,prep minscook minstotal minsservings yield inch quiche,¾ pound sliced bacon inch single refrigerated pie crust eggs beaten u½ cups heavy cream salt and ground black pepper to taste dashes worcestershire sauce dashes hot pepper sauce or to taste ounce package frozen chopped spinach thawed drained and squeezed dry u½ cups shredded cheddar cheese ½ cup chopped green onion ¼ cup grated parmesan cheese
main-dish.quiche,mini quiche lorraine,0,prep minscook minstotal minsservings yield servings,inch frozen tart shells thawed slices bacon or more to taste cup shredded swiss cheese optional green onions diced eggs u¼ cups milk teaspoon dijon mustard ¼ teaspoon salt ¼ teaspoon ground black pepper ¼ cup shredded swiss cheese or as needed optional
main-dish.quiche,quiche lorraine ii,4.5,prep minscook minstotal hr minsservings yield inch pie,recipe pastry for a inch single crust pie slices bacon onion sliced eggs beaten u½ cups milk ¼ teaspoon salt u½ cups shredded swiss cheese tablespoon allpurpose flour
main-dish.quiche,crab quiche,4.5,prep minscook minstotal hrservings yield inch deep dish quiche,inch deep dish frozen pie crust eggs cup heavy cream ½ teaspoon salt ½ teaspoon black pepper dashes hot pepper sauce eg tabasco or to taste cup shredded monterey jack cheese ¼ cup grated parmesan cheese ounce package imitation crabmeat flaked green onion chopped
main-dish.quiche,easy broccoli and ham quiche,0,prep minscook minstotal hrservings yield inch quiche,inch unbaked pie crust ounce package frozen broccoli florets tablespoons butter onion minced teaspoon garlic minced u½ cups diced cooked ham u½ cups shredded cheddar cheese cup milk eggs beaten ½ teaspoon ground black pepper teaspoon smoked paprika
main-dish.quiche,quiche supreme,5,prep minscook hrtotal hr minsservings yield inch quiche,inch deep dish frozen pie crusts tablespoon finely chopped green bell pepper small onion finely chopped ounce can mushrooms drained and chopped eggs cups heavy cream ounces shredded monterey jack cheese ounces shredded swiss cheese ounces cooked ham chopped ½ teaspoon vinegar ub teaspoon dried tarragon pinch garlic powder pinch ground nutmeg pinch dried parsley salt and pepper to taste
main-dish.quiche,clarks quiche,0,prep minscook hradditional minstotal hr minsservings yield inch pies,½ pound thick sliced bacon ounce package frozen chopped spinach thawed ounce container sour cream salt and pepper to taste inch unbaked pie crusts tablespoons olive oil onion finely diced ½ pound fresh mushrooms finely diced cups finely diced smoked ham ounces monterey jack cheese shredded ounces cheddar cheese shredded ounces parmesan cheese grated eggs u½ cups halfandhalf cream tablespoon dried parsley salt and pepper to taste
main-dish.quiche,summer garden crustless quiche,5,prep minscook hrtotal hr minsservings yield inch quiche,teaspoon olive oil or as needed tablespoon olive oil yellow onion minced cloves garlic minced cups chopped kale ¼ teaspoon kosher salt grinds fresh black pepper or to taste cup diced tomato ½ cup shredded carrots eggs ¾ cup whole milk u½ ounces shredded cheddar cheese such as sargento® state cheddar cheese ¼ cup chopped flatleaf parsley
main-dish.quiche,shrimp quiche,4.5,prep minscook minstotal minsservings yield servings,inch baked pie shell ounces small cooked shrimp peeled and deveined u cup grated gruyere cheese eggs beaten cup light sour cream tablespoon finely chopped green onion salt and pepper to taste
main-dish.quiche,easy crustless quiche,5,prep minscook hr minsadditional minstotal hr minsservings yield servings,pound bacon pound sausage tablespoon butter melted tablespoons grated parmesan cheese pound shredded cheddar cheese cups heavy whipping cream large eggs cup halfandhalf
main-dish.quiche,breakfast pies,0,prep minscook minstotal minsservings yield servings,¾ pound breakfast sausage ub cup minced onion ub cup minced green bell pepper ounce can refrigerated biscuit dough eggs beaten tablespoons milk ½ cup shredded colbymonterey jack cheese
main-dish.quiche,spinach quiche with chicken,5,prep minscook minsadditional minstotal hr minsservings yield inch quiche,¼ cup shredded cheddar cheese inch unbaked pastry shell cup diced cooked chicken cup chopped fresh spinach ½ cup chopped sweet onion such as vidalia® ¾ cup shredded cheddar cheese eggs ¾ cup halfandhalf ½ cup mayonnaise ¼ teaspoon salt ub teaspoon ground black pepper pinch saltfree seasoning blend such as mrs dash or to taste pinch herbes de provence or to taste
main-dish.quiche,salmon quiche,4.5,prep minscook minstotal minsservings yield inch pie,ounce package cheddar cheese cubed ¼ onion diced eggs fluid ounce can evaporated milk pinch salt pinch ground black pepper pinch garlic powder pinch dried parsley pinch dried sage ounce can salmon drained flaked and bones removed inch frozen pie crust ½ cup shredded cheddar cheese divided
main-dish.quiche,shredded potato quiche,4.5,prep minscook minstotal hr minsservings yield servings,ounce package frozen shredded hash brown potatoes thawed ¼ cup butter melted eggs lightly beaten u½ cups shredded swiss cheese cup cooked ham ¼ cup milk salt and pepper to taste
main-dish.quiche,broccoli and cheddar quiche,0,prep minscook minstotal hr minsservings yield inch quiche,inch deep dish prepared pie crust teaspoon vegetable oil or as needed cups finely chopped broccoli eggs ½ cup milk tablespoon dijon mustard teaspoon dried oregano ½ teaspoon salt ¼ teaspoon ground black pepper ½ teaspoon dried thyme ½ cup shredded cheddar cheese ¼ cup grated parmesan cheese
breakfast-and-brunch.waffles,waffles i,0,prep minscook minstotal minsservings yield servings,eggs cups allpurpose flour u¾ cups milk ½ cup vegetable oil tablespoon white sugar teaspoons baking powder ¼ teaspoon salt ½ teaspoon vanilla extract
breakfast-and-brunch.waffles,classic waffles,4.5,prep minscook minstotal minsservings yield to waffles,cups allpurpose flour teaspoon salt teaspoons baking powder tablespoons white sugar eggs u½ cups warm milk u cup butter melted teaspoon vanilla extract
breakfast-and-brunch.waffles,whole grain waffles,5,prep minscook minstotal minsservings yield servings,eggs beaten u¾ cups skim milk ¼ cup canola oil ¼ cup unsweetened applesauce teaspoon vanilla extract cup whole wheat pastry flour ½ cup flax seed meal ¼ cup wheat germ ¼ cup allpurpose flour teaspoons baking powder tablespoon sugar ¼ teaspoon salt
breakfast-and-brunch.waffles,tender and easy buttermilk waffles,0,prep minscook minstotal minsservings,cups allpurpose flour tablespoons white sugar teaspoons baking powder teaspoon baking soda ½ teaspoon salt cups lowfat buttermilk u cup melted butter large eggs lightly beaten teaspoon vanilla extract
breakfast-and-brunch.waffles,moms best waffles,4,prep minscook minstotal minsservings yield servings,cups allpurpose flour teaspoons baking powder tablespoons white sugar teaspoon salt cups milk eggs tablespoons vegetable oil
breakfast-and-brunch.waffles,whole wheat oat waffles,0,prep minscook minsadditional minstotal minsservings yield servings,½ cup whole wheat pastry flour ½ cup allpurpose flour cup oat flour ¼ cup white sugar tablespoon baking powder ½ teaspoon salt eggs separated u½ cups milk tablespoons canola oil teaspoon vanilla extract
breakfast-and-brunch.waffles,emmas belgian waffles,4.5,prep minscook minsadditional minstotal hr minsservings yield servings,egg yolks tablespoons white sugar u½ teaspoons vanilla extract ½ cup butter melted teaspoon salt u¾ cups selfrising flour cups warm milk egg whites
breakfast-and-brunch.waffles,buttermilk prairie waffles,0,prep minscook minstotal minsservings yield waffles,cups sifted flour teaspoon baking powder teaspoon baking soda teaspoon salt large eggs at room temperature cups buttermilk cup melted butter
breakfast-and-brunch.waffles,lemonricotta cornmeal waffles,0,prep minscook minstotal minsservings yield servings,cup allpurpose flour ½ cup cornmeal ¼ cup white sugar u½ teaspoons baking powder ½ teaspoon baking soda ¼ teaspoon salt ¾ cup halfandhalf ½ cup ricotta cheese large eggs tablespoons melted butter teaspoon lemon extract cooking spray
breakfast-and-brunch.waffles,chaffles with almond flour,0,prep minscook minsadditional minstotal minsservings yield inch chaffles,large egg tablespoon blanched almond flour ¼ teaspoon baking powder ½ cup shredded mozzarella cheese cooking spray
breakfast-and-brunch.waffles,liege belgian waffles with pearl sugar,4.5,prep minscook minsadditional minstotal hr minsservings yield waffles,ounce package active dry yeast u½ tablespoons white sugar ¾ cup lukewarm milk eggs cup melted butter teaspoons vanilla extract cups flour ½ teaspoon salt u½ cups pearl sugar such as lars own®
breakfast-and-brunch.waffles,cinnamon roll waffles,0,prep minscook minstotal minsservings yield servings,cups allpurpose flour tablespoons white sugar teaspoons baking powder teaspoon salt u½ cups warm milk u cup butter melted eggs beaten teaspoon vanilla extract ¾ cup brown sugar packed ½ cup butter melted tablespoon ground cinnamon u½ cups confectioners sugar ounce package cream cheese softened ¼ cup butter softened ½ teaspoon vanilla extract ub teaspoon salt
breakfast-and-brunch.waffles,bananas foster belgian waffles,0,prep minscook minstotal minsservings yield waffles,uu cups allpurpose flour ¾ teaspoon baking soda teaspoons white sugar ¼ teaspoon salt eggs u½ teaspoons vanilla extract uu cups milk u cup melted butter teaspoons baking powder ¼ cup butter u cup brown sugar teaspoons rum flavored extract teaspoons vanilla extract ½ teaspoon ground cinnamon ¼ cup whole pecans ½ cup pancake syrup ie mrs butterworths® bananas cut into inch slices cup heavy cream ¼ teaspoon vanilla extract tablespoon confectioners sugar
breakfast-and-brunch.waffles,sams sourdough waffles,5,prep minscook minsadditional hrstotal hrs minsservings yield cups batter,cups allpurpose flour u½ cups water cup sourdough starter ½ cup vegetable oil eggs tablespoons white sugar teaspoons salt tablespoon water teaspoon baking soda
breakfast-and-brunch.waffles,liege belgian waffles with pearl sugar,4.5,prep minscook minsadditional minstotal hr minsservings yield waffles,ounce package active dry yeast u½ tablespoons white sugar ¾ cup lukewarm milk eggs cup melted butter teaspoons vanilla extract cups flour ½ teaspoon salt u½ cups pearl sugar such as lars own®
breakfast-and-brunch.waffles,banana waffles,4,prep minscook minsadditional minstotal minsservings yield servings,u¼ cups allpurpose flour teaspoons baking powder ½ teaspoon salt pinch ground nutmeg cup milk egg ripe bananas sliced
breakfast-and-brunch.waffles,almond flour waffles,0,prep minscook minstotal minsservings yield servings,cup almond flour pinch salt teaspoon baking soda eggs ¼ cup honey teaspoon vanilla extract cooking spray
breakfast-and-brunch.waffles,waffles ii,0,prep minscook minstotal minsservings yield servings,cups allpurpose flour teaspoons baking powder ¼ teaspoon salt u½ cups milk tablespoons vegetable oil eggs separated
breakfast-and-brunch.waffles,pumpkin waffles with apple cider syrup,4.5,prep minscook minstotal minsservings yield servings,u½ cups allpurpose flour teaspoons baking powder teaspoons ground cinnamon teaspoon ground allspice teaspoon ground ginger ½ teaspoon salt ¼ cup packed brown sugar cup canned pumpkin cups milk eggs separated ¼ cup butter melted ½ cup white sugar tablespoon cornstarch teaspoon ground cinnamon cup apple cider tablespoon lemon juice tablespoons butter
breakfast-and-brunch.waffles,moms best waffles,4,prep minscook minstotal minsservings yield servings,cups allpurpose flour teaspoons baking powder tablespoons white sugar teaspoon salt cups milk eggs tablespoons vegetable oil
breakfast-and-brunch.waffles,homemade waffles,0,prep minscook minstotal minsservings yield servings,eggs cups milk or more as needed ½ cup vegetable oil tablespoons vanilla extract cups allpurpose flour or more as needed tablespoons white sugar tablespoon ground cinnamon tablespoon ground nutmeg teaspoons baking powder teaspoon salt
breakfast-and-brunch.waffles,whole grain waffles,5,prep minscook minstotal minsservings yield servings,eggs beaten u¾ cups skim milk ¼ cup canola oil ¼ cup unsweetened applesauce teaspoon vanilla extract cup whole wheat pastry flour ½ cup flax seed meal ¼ cup wheat germ ¼ cup allpurpose flour teaspoons baking powder tablespoon sugar ¼ teaspoon salt
breakfast-and-brunch.waffles,emmas belgian waffles,4.5,prep minscook minsadditional minstotal hr minsservings yield servings,egg yolks tablespoons white sugar u½ teaspoons vanilla extract ½ cup butter melted teaspoon salt u¾ cups selfrising flour cups warm milk egg whites
